"status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1533771941143797760",2022-06-06 11:25:01,"Africa_DataHub","If you missed it, don't! 

@Africa_DataHub has launched a free solutions journalism training — divided into modules you can do at your own speed — hosted by @RGAMeyer and @MatthewKauffman. 
https://t.co/qB3YbuTgC7","Twitter Web App",139,,,,FALSE,"Retweet",0,5,,,,,,,,,,,,,,,,"x493482998 x1375010074838642690","soljourno Africa_DataHub","en",,,,,,,,,,,,,,,,"x1533021994232561666","If you missed it, don't! 

@Africa_DataHub has launched a free solutions journalism training — divided into modules you can do at your own speed — hosted by @RGAMeyer and @MatthewKauffman. 
https://t.co/qB3YbuTgC7",2022-06-04 09:45:00,"Twitter Web App",10,5,"x493482998","soljourno","Solutions Journalism Network",39462,3374,28046,"New York, NY","Our mission is to spread the practice of solutions journalism: rigorous reporting about how people are responding to social problems.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1533771941143797760","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1533716694446874627",2022-06-06 07:45:29,"Africa_DataHub","1/2 📢NEW COURSE ALERT!!
This course is an introduction to Solutions Journalism, which is rigorous &amp; compelling reporting about responses to social problems. It comprises of just 3 modules.

Access this FREE course anytime, right here 👉🏽👉🏽 https://t.co/c963CDlaVG. All the best. https://t.co/11f3boSiMq","Twitter Web App",281,,,,FALSE,"Tweet",4,4,,,,,"africadatahub.org/training/solut…","https://t.co/c963CDlaVG","https://www.africadatahub.org/training/solutions-journalism","http://pbs.twimg.com/media/FUjahEfXEAA-XBM.jpg","https://t.co/11f3boSiMq","https://twitter.com/Africa_DataHub/status/1533716694446874627/photo/1","photo","http://pbs.twimg.com/media/FUjahEfXEAA-XBM.jpg","https://t.co/11f3boSiMq","https://twitter.com/Africa_DataHub/status/1533716694446874627/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1533716694446874627","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1532670933395066880",2022-06-03 10:30:00,"Africa_DataHub","#WATCH | https://t.co/yGXN2ZdqPd 

In this step-by-step tutorial - Africa Data Hub &amp; @OpenUpSA's  Carl Jacobs present &amp; showcase the data, features &amp; layout of our Data Mapping Tool.

Don't hesitate. Just watch the #tutorial

#africa #data #datamapping #datajournalism #howto","Zoho Social",287,,,,FALSE,"Tweet",4,2,,,"WATCH tutorial africa data datamapping datajournalism howto",,"zcu.io/quN6","https://t.co/yGXN2ZdqPd","https://zcu.io/quN6",,,,,,,,,"x1705079569","OpenUpSA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1532670933395066880","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1531261206840987650",2022-05-30 13:08:15,"Africa_DataHub","Video Training Modules: Fundamentals of Data Journalism

This course by @Africa_DataHub contains 5 data modules to help you make sense of datasets, tell data-supported stories, plus analyze &amp; visualize data.

Details in GIJN's Africa newsletter for May 👉 https://t.co/Y8VbsdxRXX https://t.co/0yDI6yp4PB","Twitter Web App",140,,,,FALSE,"Retweet",0,5,,,,,,,,,,,,,,,,"x4845723581 x1375010074838642690","gijnAfrica Africa_DataHub","en",,,,,,,,,,,,,,,,"x1531246559001776131","Video Training Modules: Fundamentals of Data Journalism

This course by @Africa_DataHub contains 5 data modules to help you make sense of datasets, tell data-supported stories, plus analyze &amp; visualize data.

Details in GIJN's Africa newsletter for May 👉 https://t.co/Y8VbsdxRXX https://t.co/0yDI6yp4PB",2022-05-30 12:10:03,"Buffer",9,5,"x4845723581","gijnAfrica","GIJN Africa",17372,3210,22448,"Kampala, Uganda","The global hub for investigative journalism, sharing resources, stories, events, and jobs. Follow GIJN's regional editions here: https://t.co/X0JXgtNHWL",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1531261206840987650","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1531976376743473152",2022-06-01 12:30:05,"Africa_DataHub","How Africa Data Hub is promoting data journalism in #Africa

@Africa_DataHub seeks to support &amp; promote quality data-driven journalism &amp; in turn, facilitate evidence-based decision-making about the pandemic across the continent.

Read more: https://t.co/7U1fE1XetB #datajournalism","Zoho Social",288,,,,FALSE,"Tweet",1,1,,,"Africa datajournalism",,"zcu.io/VhX1","https://t.co/7U1fE1XetB","https://zcu.io/VhX1",,,,,,,,,"x1375010074838642690","Africa_DataHub","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1531976376743473152","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1531906193316319232",2022-06-01 07:51:12,"Africa_DataHub","1/2
What is solutions journalism?
What is it not?
Why is it important?

In this module, you'll learn the meaning of solutions reporting, how it can really elevate your journalism &amp; engage your audience.

Access Module 1 here 👉🏽👉🏽 https://t.co/c963CDlaVG. All the best. https://t.co/nodpHJmf5n","Twitter Web App",272,,,,FALSE,"Tweet",1,0,,,,,"africadatahub.org/training/solut…","https://t.co/c963CDlaVG","https://www.africadatahub.org/training/solutions-journalism","http://pbs.twimg.com/media/FUJp2DxWIAAIOFG.jpg","https://t.co/nodpHJmf5n","https://twitter.com/Africa_DataHub/status/1531906193316319232/photo/1","photo","http://pbs.twimg.com/media/FUJp2DxWIAAIOFG.jpg","https://t.co/nodpHJmf5n","https://twitter.com/Africa_DataHub/status/1531906193316319232/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1531906193316319232","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1532301052472569858",2022-06-02 10:00:14,"Africa_DataHub","📣 NEW!! 📣
In this module, we cover the key concepts of #SolutionsJournalism needed to get started, write &amp; use data in your Solutions Journalism articles. 

Access Module 2 here 👉👉 https://t.co/Jk0ovbb19d

This course has been developed by @soljourno

#elearning #journalism https://t.co/nWOeEo7vt5","Zoho Social",278,,,,FALSE,"Tweet",1,0,,,"SolutionsJournalism elearning journalism",,"zcu.io/FtoN","https://t.co/Jk0ovbb19d","https://zcu.io/FtoN","http://pbs.twimg.com/media/FUPTr_tVUAA01Bq.jpg","https://t.co/nWOeEo7vt5","https://twitter.com/Africa_DataHub/status/1532301052472569858/photo/1","photo","http://pbs.twimg.com/media/FUPTr_tVUAA01Bq.jpg","https://t.co/nWOeEo7vt5","https://twitter.com/Africa_DataHub/status/1532301052472569858/photo/1",,"x493482998","soljourno","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1532301052472569858","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1531200751724376065",2022-05-30 09:08:02,"Africa_DataHub","Looking to refresh your knowledge or learn the fundamental skills of using data in journalism to increase the impact, diversity &amp; quality of your stories? 

We invite you to watch &amp; learn from our FREE online training modules-https://t.co/LMHQmFn3E6

Course developed @mediahackza https://t.co/kLHZOOnQ0u","Twitter Web App",288,,,,FALSE,"Tweet",1,0,,,,,"africadatahub.org/training/the-f…","https://t.co/LMHQmFn3E6","https://www.africadatahub.org/training/the-fundamentals-of-data-journalism","http://pbs.twimg.com/media/FT_p-00WQAAwXQf.jpg","https://t.co/kLHZOOnQ0u","https://twitter.com/Africa_DataHub/status/1531200751724376065/photo/1","photo","http://pbs.twimg.com/media/FT_p-00WQAAwXQf.jpg","https://t.co/kLHZOOnQ0u","https://twitter.com/Africa_DataHub/status/1531200751724376065/photo/1",,"x142231479","mediahackza","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1531200751724376065","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1531598875798011904",2022-05-31 11:30:02,"Africa_DataHub","This course is an intro to Solutions Journalism, which is rigorous &amp; compelling reporting about responses to social problems. It comprises of just 3 modules.

Access this FREE course here 👉 https://t.co/c963CD3zx6. All the best.

This course has been developed by .@soljourno https://t.co/2PnNHLX9Mm","Zoho Social",279,,,,FALSE,"Tweet",18,15,,,,,"africadatahub.org/training/solut…","https://t.co/c963CD3zx6","https://www.africadatahub.org/training/solutions-journalism","http://pbs.twimg.com/media/FUFVD7gVsAAUzOw.jpg","https://t.co/2PnNHLX9Mm","https://twitter.com/Africa_DataHub/status/1531598875798011904/photo/1","photo","http://pbs.twimg.com/media/FUFVD7gVsAAUzOw.jpg","https://t.co/2PnNHLX9Mm","https://twitter.com/Africa_DataHub/status/1531598875798011904/photo/1",,"x493482998","soljourno","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1531598875798011904","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
"x1531956054703185923",2022-06-01 11:09:20,"Africa_DataHub","How Africa Data Hub is promoting data journalism in Africa 🌍

@Africa_DataHub seeks to support and promote quality data-driven journalism and in turn, facilitate evidence-based decision-making about the pandemic across the continent.

Read more: https://t.co/kLLojWThI5 https://t.co/fJ05y4FG4f","Twitter Web App",140,,,,FALSE,"Retweet",0,1,,,,,,,,,,,,,,,,"x864795004291751937 x1375010074838642690","jamlabafrica Africa_DataHub","en",,,,,,,,,,,,,,,,"x1531938612845092867","How Africa Data Hub is promoting data journalism in Africa 🌍

@Africa_DataHub seeks to support and promote quality data-driven journalism and in turn, facilitate evidence-based decision-making about the pandemic across the continent.

Read more: https://t.co/kLLojWThI5 https://t.co/fJ05y4FG4f",2022-06-01 10:00:02,"TweetDeck",3,1,"x864795004291751937","jamlabafrica","JamlabAfrica",2703,522,12306,"South Africa","Strengthening innovation in African independent journalism and media to grow the diversity of voices. Sign up for our newsletter: https://t.co/SSxaWLUpBn",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Africa_DataHub/status/1531956054703185923","Africa Data Hub","","The source for accurate and up to date health data 
on the African continent.","https://t.co/lFta3XNpcr",FALSE,311,190,5,636,656,2021-03-25 09:02:39,FALSE,"https://t.co/lFta3XNpcr","https://www.africadatahub.org/",,"https://pbs.twimg.com/profile_banners/1375010074838642690/1651520274",,"http://pbs.twimg.com/profile_images/1375386235489955840/G5t41l4s_normal.jpg"
